scenario_id,longitudinal_deceleration,safety_distance_m,safety_distance_s
5bc4920704c87d0001278a49,1.0,0.0,0.0
5bc4920704c87d0001278a4a,0.0,1.0,1.0
5bc4920704c87d0001278a4b,1.0,0.0,0.0
5bc4920704c87d0001278a4c,0.0,0.0,0.0
5bc4920704c87d0001278a4d,1.0,0.0,0.0
5bc4920704c87d0001278a4e,1.0,0.0,0.0
5bc4920704c87d0001278a4f,1.0,0.0,1.0
5bc4920704c87d0001278a50,0.0,1.0,1.0
5bc4920704c87d0001278a51,1.0,0.0,0.0
5bc4920704c87d0001278a52,1.0,1.0,1.0
5bc4920704c87d0001278a53,1.0,0.0,0.0
5bc4920704c87d0001278a54,1.0,0.0,0.0
5bc4920704c87d0001278a55,0.0,0.0,0.0
5bc4920704c87d0001278a56,1.0,0.0,0.0
5bc4920704c87d0001278a57,1.0,0.0,0.0
5bc4920704c87d0001278a58,0.0,0.0,0.0
5bc4920704c87d0001278a59,1.0,0.0,0.0
5bc4920704c87d0001278a5a,1.0,0.0,0.0
5bc4920704c87d0001278a5b,1.0,1.0,1.0
5bc4920704c87d0001278a5c,0.0,0.0,1.0
5bc4920704c87d0001278a5d,1.0,0.0,0.0
5bc4920704c87d0001278a5e,0.0,1.0,1.0
5bc4920704c87d0001278a5f,1.0,0.0,0.0
5bc4920704c87d0001278a60,1.0,0.0,1.0
5bc4920704c87d0001278a61,0.0,0.0,1.0
5bc4920704c87d0001278a62,0.0,1.0,1.0
5bc4920704c87d0001278a63,1.0,0.0,0.0
5bc4920704c87d0001278a64,1.0,0.0,0.0
5bc4920704c87d0001278a65,1.0,0.0,0.0
5bc4920704c87d0001278a66,1.0,0.0,0.0
5bc4920704c87d0001278a67,1.0,0.0,1.0
5bc4920704c87d0001278a68,1.0,1.0,1.0
5bc4920704c87d0001278a69,0.0,1.0,1.0
5bc4920704c87d0001278a6a,1.0,0.0,0.0
5bc4920704c87d0001278a6b,1.0,0.0,1.0
5bc4920704c87d0001278a6c,1.0,1.0,1.0
5bc4920704c87d0001278a6d,1.0,0.0,0.0
5bc4920704c87d0001278a6e,0.0,0.0,1.0
5bc4920704c87d0001278a6f,1.0,0.0,0.0
5bc4920704c87d0001278a70,0.0,0.0,0.0
5bc4920704c87d0001278a71,1.0,0.0,0.0
5bc4920704c87d0001278a72,0.0,0.0,1.0
5bc4920704c87d0001278a73,1.0,0.0,1.0
5bc4920704c87d0001278a74,1.0,0.0,1.0
5bc4920704c87d0001278a75,1.0,1.0,1.0
5bc4920704c87d0001278a76,0.0,0.0,0.0
5bc4920704c87d0001278a77,0.0,0.0,0.0
5bc4920704c87d0001278a78,1.0,0.0,1.0
5bc4920704c87d0001278a79,1.0,0.0,0.0
5bc4920704c87d0001278a7a,1.0,1.0,1.0
5bc4920704c87d0001278a7b,1.0,0.0,0.0
5bc4920704c87d0001278a7c,1.0,0.0,0.0
5bc4920704c87d0001278a7d,1.0,0.0,0.0
5bc4920704c87d0001278a7e,1.0,1.0,1.0
5bc4920704c87d0001278a7f,1.0,0.0,0.0
5bc4920704c87d0001278a80,1.0,0.0,0.0
5bc4920704c87d0001278a81,0.0,1.0,1.0
5bc4920704c87d0001278a82,0.0,0.0,0.0
5bc4920704c87d0001278a83,0.0,0.0,1.0
5bc4920704c87d0001278a84,1.0,0.0,0.0
5bc4920704c87d0001278a85,1.0,0.0,0.0
5bc4920704c87d0001278a86,1.0,1.0,1.0
5bc4920704c87d0001278a87,1.0,0.0,1.0
5bc4920704c87d0001278a88,1.0,1.0,1.0
5bc4920704c87d0001278a89,0.0,0.0,0.0
5bc4920704c87d0001278a8a,0.0,0.0,0.0
5bc4920704c87d0001278a8b,1.0,0.0,0.0
5bc4920704c87d0001278a8c,1.0,0.0,0.0
5bc4920704c87d0001278a8d,1.0,0.0,0.0
5bc4920704c87d0001278a8e,1.0,0.0,0.0
5bc4920704c87d0001278a8f,1.0,0.0,0.0
5bc4920704c87d0001278a90,1.0,0.0,0.0
5bc4920704c87d0001278a91,1.0,1.0,1.0
5bc4920704c87d0001278a92,1.0,0.0,0.0
5bc4920704c87d0001278a93,0.0,0.0,0.0
5bc4920704c87d0001278a94,1.0,0.0,0.0
5bc4920704c87d0001278a95,1.0,0.0,0.0
5bc4920704c87d0001278a96,0.0,0.0,0.0
5bc4920704c87d0001278a97,1.0,0.0,0.0
5bc4920704c87d0001278a98,1.0,0.0,0.0
5bc4920704c87d0001278a99,0.0,0.0,0.0
5bc4920704c87d0001278a9a,1.0,0.0,0.0
5bc4920704c87d0001278a9b,1.0,0.0,0.0
5bc4920704c87d0001278a9c,1.0,0.0,0.0
5bc4920704c87d0001278a9d,1.0,0.0,0.0
5bc4920704c87d0001278a9e,0.0,0.0,1.0
5bc4920704c87d0001278a9f,1.0,0.0,0.0
5bc4920704c87d0001278aa0,0.0,0.0,0.0
5bc4920704c87d0001278aa1,1.0,0.0,0.0
5bc4920704c87d0001278aa2,0.0,0.0,1.0
5bc4920704c87d0001278aa3,1.0,0.0,0.0
5bc4920704c87d0001278aa4,1.0,0.0,1.0
5bc4920704c87d0001278aa5,1.0,0.0,0.0
5bc4920704c87d0001278aa6,0.0,0.0,0.0
5bc4920704c87d0001278aa7,1.0,0.0,0.0
5bc4920704c87d0001278aa8,0.0,0.0,0.0
5bc4920704c87d0001278aa9,1.0,1.0,1.0
5bc4920704c87d0001278aaa,0.0,0.0,0.0
5bc4920704c87d0001278aab,1.0,1.0,1.0
5bc4920704c87d0001278aac,1.0,1.0,1.0
5bc4920704c87d0001278aad,0.0,0.0,0.0
5bc4920704c87d0001278aae,1.0,0.0,0.0
5bc4920704c87d0001278aaf,1.0,0.0,0.0
5bc4920704c87d0001278ab0,0.0,0.0,0.0
5bc4920704c87d0001278ab1,1.0,0.0,0.0
5bc4920704c87d0001278ab2,1.0,0.0,0.0
5bc4920704c87d0001278ab3,1.0,1.0,1.0
5bc4920704c87d0001278ab4,0.0,0.0,0.0
5bc4920704c87d0001278ab5,0.0,0.0,0.0
5bc4920704c87d0001278ab6,1.0,0.0,0.0
5bc4920704c87d0001278ab7,1.0,0.0,0.0
5bc4920704c87d0001278ab8,0.0,0.0,0.0
5bc4920704c87d0001278ab9,1.0,1.0,1.0
5bc4920704c87d0001278aba,0.0,0.0,0.0
5bc4920704c87d0001278abb,1.0,0.0,0.0
5bc4920704c87d0001278abc,1.0,0.0,0.0
5bc4920704c87d0001278abd,1.0,0.0,0.0
5bc4920704c87d0001278abe,0.0,0.0,0.0
5bc4920704c87d0001278abf,1.0,0.0,0.0
5bc4920704c87d0001278ac0,1.0,1.0,1.0
5bc4920704c87d0001278ac1,1.0,0.0,1.0
5bc4920704c87d0001278ac2,1.0,1.0,1.0
5bc4920704c87d0001278ac3,1.0,0.0,0.0
5bc4920704c87d0001278ac4,1.0,0.0,0.0
5bc4920704c87d0001278ac5,1.0,0.0,0.0
5bc4920704c87d0001278ac6,0.0,0.0,1.0
5bc4920704c87d0001278ac7,0.0,0.0,1.0
5bc4920704c87d0001278ac8,1.0,0.0,1.0
5bc4920704c87d0001278ac9,1.0,0.0,1.0
5bc4920704c87d0001278aca,0.0,0.0,0.0
5bc4920704c87d0001278acb,0.0,1.0,1.0
5bc4920704c87d0001278acc,0.0,0.0,1.0
5bc4920704c87d0001278acd,1.0,0.0,0.0
5bc4920704c87d0001278ace,1.0,1.0,1.0
5bc4920704c87d0001278acf,0.0,0.0,0.0
5bc4920704c87d0001278ad0,1.0,0.0,0.0
5bc4920704c87d0001278ad1,0.0,0.0,0.0
5bc4920704c87d0001278ad2,1.0,0.0,1.0
5bc4920704c87d0001278ad3,0.0,0.0,1.0
5bc4920704c87d0001278ad4,1.0,0.0,0.0
5bc4920704c87d0001278ad5,1.0,0.0,0.0
5bc4920704c87d0001278ad6,1.0,0.0,1.0
5bc4920704c87d0001278ad7,1.0,0.0,1.0
5bc4920704c87d0001278ad8,1.0,0.0,0.0
5bc4920704c87d0001278ad9,1.0,0.0,0.0
5bc4920704c87d0001278ada,1.0,0.0,0.0
5bc4920704c87d0001278adb,0.0,1.0,1.0
5bc4920704c87d0001278adc,1.0,0.0,0.0
5bc4920704c87d0001278add,1.0,0.0,0.0
5bc4920704c87d0001278ade,1.0,0.0,1.0
5bc4920704c87d0001278adf,0.0,0.0,0.0
5bc4920704c87d0001278ae0,0.0,0.0,1.0
5bc4920704c87d0001278ae1,1.0,1.0,1.0
5bc4920704c87d0001278ae2,1.0,1.0,1.0
5bc4920704c87d0001278ae3,0.0,1.0,1.0
5bc4920704c87d0001278ae4,1.0,1.0,1.0
5bc4920704c87d0001278ae5,0.0,0.0,0.0
5bc4920704c87d0001278ae6,1.0,0.0,1.0
5bc4920704c87d0001278ae7,0.0,0.0,0.0
5bc4920704c87d0001278ae8,1.0,0.0,0.0
5bc4920704c87d0001278ae9,1.0,0.0,0.0
5bc4920704c87d0001278aea,1.0,1.0,1.0
5bc4920704c87d0001278aeb,1.0,0.0,1.0
5bc4920704c87d0001278aec,1.0,1.0,1.0
5bc4920704c87d0001278aed,1.0,0.0,1.0
5bc4920704c87d0001278aee,1.0,0.0,0.0
5bc4920704c87d0001278aef,0.0,0.0,0.0
5bc4920704c87d0001278af0,1.0,1.0,1.0
5bc4920704c87d0001278af1,1.0,0.0,0.0
5bc4920704c87d0001278af2,0.0,0.0,1.0
5bc4920704c87d0001278af3,1.0,0.0,0.0
5bc4920704c87d0001278af4,0.0,0.0,0.0
5bc4920704c87d0001278af5,1.0,0.0,0.0
5bc4920704c87d0001278af6,1.0,0.0,0.0
5bc4920704c87d0001278af7,1.0,0.0,0.0
5bc4920704c87d0001278af8,1.0,0.0,1.0
5bc4920704c87d0001278af9,1.0,0.0,0.0
5bc4920704c87d0001278afa,1.0,0.0,0.0
5bc4920704c87d0001278afb,0.0,0.0,0.0
5bc4920704c87d0001278afc,1.0,0.0,0.0
5bc4920704c87d0001278afd,1.0,0.0,1.0
5bc4920704c87d0001278afe,0.0,1.0,1.0
5bc4920704c87d0001278aff,1.0,0.0,0.0
5bc4920704c87d0001278b00,0.0,0.0,0.0
5bc4920704c87d0001278b01,1.0,0.0,0.0
5bc4920704c87d0001278b02,1.0,1.0,1.0
5bc4920704c87d0001278b03,1.0,0.0,1.0
5bc4920704c87d0001278b04,1.0,0.0,0.0
5bc4920704c87d0001278b05,1.0,1.0,1.0
5bc4920704c87d0001278b06,1.0,0.0,0.0
5bc4920704c87d0001278b07,1.0,1.0,1.0
5bc4920704c87d0001278b08,1.0,1.0,1.0
5bc4920704c87d0001278b09,1.0,0.0,0.0
5bc4920704c87d0001278b0a,1.0,1.0,1.0
5bc4920704c87d0001278b0b,0.0,0.0,1.0
5bc4920704c87d0001278b0c,0.0,0.0,0.0
5bc4920704c87d0001278b0d,1.0,1.0,1.0
5bc4920704c87d0001278b0e,1.0,0.0,0.0
5bc4920704c87d0001278b0f,1.0,0.0,0.0
5bc4920704c87d0001278b10,0.0,0.0,0.0
5bc4920704c87d0001278b11,1.0,1.0,1.0
5bc4920704c87d0001278b12,0.0,0.0,1.0
5bc4920704c87d0001278b13,1.0,1.0,1.0
5bc4920704c87d0001278b14,0.0,1.0,1.0
5bc4920704c87d0001278b15,1.0,1.0,1.0
5bc4920704c87d0001278b16,1.0,0.0,0.0
5bc4920704c87d0001278b17,1.0,0.0,0.0
5bc4920704c87d0001278b18,1.0,0.0,0.0
5bc4920704c87d0001278b19,1.0,1.0,1.0
5bc4920704c87d0001278b1a,1.0,0.0,1.0
5bc4920704c87d0001278b1b,1.0,1.0,1.0
5bc4920704c87d0001278b1c,1.0,0.0,0.0
5bc4920704c87d0001278b1d,1.0,0.0,0.0
5bc4920704c87d0001278b1e,0.0,0.0,0.0
5bc4920704c87d0001278b1f,1.0,1.0,1.0
5bc4920704c87d0001278b20,0.0,0.0,0.0
5bc4920704c87d0001278b21,1.0,1.0,1.0
5bc4920704c87d0001278b22,0.0,0.0,0.0
5bc4920704c87d0001278b23,1.0,0.0,0.0
5bc4920704c87d0001278b24,0.0,1.0,1.0
5bc4920704c87d0001278b25,0.0,0.0,0.0
5bc4920704c87d0001278b26,1.0,0.0,0.0
5bc4920704c87d0001278b27,1.0,1.0,1.0
5bc4920704c87d0001278b28,0.0,1.0,1.0
5bc4920704c87d0001278b29,1.0,1.0,1.0
5bc4920704c87d0001278b2a,1.0,0.0,0.0
5bc4920704c87d0001278b2b,0.0,0.0,1.0
5bc4920704c87d0001278b2c,1.0,0.0,1.0
5bc4920704c87d0001278b2d,0.0,1.0,1.0
5bc4920704c87d0001278b2e,1.0,0.0,0.0
5bc4920704c87d0001278b2f,1.0,0.0,0.0
5bc4920704c87d0001278b30,1.0,0.0,1.0
5bc4920704c87d0001278b31,1.0,0.0,0.0
5bc4920704c87d0001278b32,1.0,0.0,1.0
5bc4920704c87d0001278b33,1.0,0.0,0.0
5bc4920704c87d0001278b34,1.0,0.0,0.0
5bc4920704c87d0001278b35,0.0,0.0,0.0
5bc4920704c87d0001278b36,1.0,0.0,0.0
5bc4920704c87d0001278b37,1.0,0.0,0.0
5bc4920704c87d0001278b38,0.0,0.0,0.0
5bc4920704c87d0001278b39,1.0,0.0,0.0
5bc4920704c87d0001278b3a,1.0,0.0,0.0
5bc4920704c87d0001278b3b,1.0,0.0,0.0
5bc4920704c87d0001278b3c,1.0,0.0,0.0
5bc4920704c87d0001278b3d,1.0,0.0,0.0
5bc4920704c87d0001278b3e,0.0,0.0,1.0
5bc4920704c87d0001278b3f,1.0,1.0,1.0
5bc4920704c87d0001278b40,1.0,1.0,1.0
5bc4920704c87d0001278b41,1.0,0.0,0.0
5bc4920704c87d0001278b42,1.0,0.0,0.0
5bc4920704c87d0001278b43,1.0,0.0,0.0
5bc4920704c87d0001278b44,0.0,0.0,0.0
5bc4920704c87d0001278b45,1.0,0.0,0.0
5bc4920704c87d0001278b46,1.0,0.0,0.0
5bc4920704c87d0001278b47,1.0,0.0,1.0
5bc4920704c87d0001278b48,1.0,0.0,0.0
5bc4920704c87d0001278b49,0.0,1.0,1.0
5bc4920704c87d0001278b4a,1.0,0.0,1.0
5bc4920704c87d0001278b4b,1.0,0.0,0.0
5bc4920704c87d0001278b4c,1.0,0.0,0.0
5bc4920704c87d0001278b4d,1.0,0.0,0.0
5bc4920704c87d0001278b4e,1.0,0.0,0.0
5bc4920704c87d0001278b4f,1.0,1.0,1.0
5bc4920704c87d0001278b50,1.0,0.0,0.0
5bc4920704c87d0001278b51,1.0,0.0,0.0
5bc4920704c87d0001278b52,0.0,1.0,1.0
5bc4920704c87d0001278b53,0.0,0.0,0.0
5bc4920704c87d0001278b54,1.0,0.0,0.0
5bc4920704c87d0001278b55,0.0,0.0,0.0
5bc4920704c87d0001278b56,1.0,0.0,0.0
5bc4920704c87d0001278b57,1.0,0.0,0.0
5bc4920704c87d0001278b58,1.0,0.0,0.0
5bc4920704c87d0001278b59,1.0,1.0,1.0
5bc4920704c87d0001278b5a,1.0,0.0,0.0
5bc4920704c87d0001278b5b,1.0,0.0,0.0
5bc4920704c87d0001278b5c,0.0,0.0,0.0
5bc4920704c87d0001278b5d,0.0,0.0,0.0
5bc4920704c87d0001278b5e,1.0,1.0,1.0
5bc4920704c87d0001278b5f,0.0,0.0,0.0
5bc4920704c87d0001278b60,0.0,0.0,0.0
5bc4920704c87d0001278b61,1.0,0.0,0.0
5bc4920704c87d0001278b62,1.0,0.0,0.0
5bc4920704c87d0001278b63,1.0,1.0,1.0
5bc4920704c87d0001278b64,1.0,0.0,0.0
5bc4920704c87d0001278b65,1.0,0.0,0.0
5bc4920704c87d0001278b66,1.0,0.0,0.0
5bc4920704c87d0001278b67,1.0,0.0,0.0
5bc4920704c87d0001278b68,0.0,0.0,1.0
5bc4920704c87d0001278b69,0.0,0.0,1.0
5bc4920704c87d0001278b6a,0.0,0.0,0.0
5bc4920704c87d0001278b6b,1.0,0.0,0.0
5bc4920704c87d0001278b6c,0.0,0.0,0.0
5bc4920704c87d0001278b6d,0.0,0.0,1.0
5bc4920704c87d0001278b6e,0.0,0.0,0.0
5bc4920704c87d0001278b6f,1.0,0.0,0.0
5bc4920704c87d0001278b70,0.0,0.0,0.0
5bc4920704c87d0001278b71,0.0,0.0,0.0
5bc4920704c87d0001278b72,0.0,0.0,1.0
5bc4920704c87d0001278b73,1.0,0.0,0.0
5bc4920704c87d0001278b74,1.0,0.0,1.0
5bc4920704c87d0001278b75,0.0,0.0,0.0
5bc4920704c87d0001278b76,0.0,0.0,0.0
5bc4920704c87d0001278b77,1.0,0.0,0.0
5bc4920704c87d0001278b78,0.0,0.0,1.0
5bc4920704c87d0001278b79,1.0,0.0,0.0
5bc4920704c87d0001278b7a,0.0,0.0,0.0
5bc4920704c87d0001278b7b,1.0,0.0,0.0
5bc4920704c87d0001278b7c,0.0,0.0,0.0
5bc4920704c87d0001278b7d,1.0,0.0,0.0
5bc4920704c87d0001278b7e,1.0,0.0,0.0
5bc4920704c87d0001278b7f,1.0,1.0,1.0
5bc4920704c87d0001278b80,1.0,1.0,1.0
5bc4920704c87d0001278b81,1.0,0.0,0.0
5bc4920704c87d0001278b82,1.0,0.0,0.0
5bc4920704c87d0001278b83,0.0,0.0,0.0
5bc4920704c87d0001278b84,1.0,1.0,1.0
5bc4920704c87d0001278b85,1.0,1.0,1.0
5bc4920704c87d0001278b86,0.0,0.0,1.0
5bc4920704c87d0001278b87,1.0,1.0,1.0
5bc4920704c87d0001278b88,1.0,0.0,0.0
5bc4920704c87d0001278b89,1.0,0.0,0.0
5bc4920704c87d0001278b8a,1.0,1.0,1.0
5bc4920704c87d0001278b8b,1.0,0.0,0.0
5bc4920704c87d0001278b8c,0.0,0.0,0.0
5bc4920704c87d0001278b8d,0.0,1.0,1.0
5bc4920704c87d0001278b8e,1.0,1.0,1.0
5bc4920704c87d0001278b8f,1.0,0.0,0.0
5bc4920704c87d0001278b90,1.0,0.0,0.0
5bc4920704c87d0001278b91,1.0,0.0,0.0
5bc4920704c87d0001278b92,1.0,0.0,0.0
5bc4920704c87d0001278b93,0.0,0.0,0.0
5bc4920704c87d0001278b94,0.0,0.0,0.0
5bc4920704c87d0001278b95,1.0,0.0,0.0
5bc4920704c87d0001278b96,0.0,1.0,1.0
5bc4920704c87d0001278b97,0.0,0.0,0.0
5bc4920704c87d0001278b98,1.0,1.0,1.0
5bc4920704c87d0001278b99,1.0,0.0,0.0
5bc4920704c87d0001278b9a,1.0,0.0,0.0
5bc4920704c87d0001278b9b,1.0,0.0,0.0
5bc4920704c87d0001278b9c,0.0,1.0,1.0
5bc4920704c87d0001278b9d,1.0,0.0,1.0
5bc4920704c87d0001278b9e,1.0,0.0,0.0
5bc4920704c87d0001278b9f,1.0,0.0,0.0
5bc4920704c87d0001278ba0,0.0,0.0,0.0
5bc4920704c87d0001278ba1,1.0,1.0,1.0
5bc4920704c87d0001278ba2,1.0,1.0,1.0
5bc4920704c87d0001278ba3,1.0,0.0,1.0
5bc4920704c87d0001278ba4,0.0,0.0,1.0
5bc4920704c87d0001278ba5,1.0,0.0,0.0
5bc4920704c87d0001278ba6,0.0,0.0,1.0
5bc4920704c87d0001278ba7,1.0,1.0,1.0
5bc4920704c87d0001278ba8,1.0,0.0,1.0
5bc4920704c87d0001278ba9,1.0,0.0,1.0
5bc4920704c87d0001278baa,1.0,1.0,1.0
5bc4920704c87d0001278bab,1.0,0.0,0.0
5bc4920704c87d0001278bac,0.0,0.0,0.0
5bc4920704c87d0001278bad,1.0,0.0,0.0
5bc4920704c87d0001278bae,1.0,1.0,1.0
5bc4920704c87d0001278baf,1.0,0.0,0.0
5bc4920704c87d0001278bb0,1.0,0.0,0.0
5bc4920704c87d0001278bb1,1.0,0.0,1.0
5bc4920704c87d0001278bb2,0.0,0.0,0.0
5bc4920704c87d0001278bb3,1.0,0.0,1.0
5bc4920704c87d0001278bb4,1.0,1.0,1.0
5bc4920704c87d0001278bb5,1.0,0.0,0.0
5bc4920704c87d0001278bb6,1.0,0.0,0.0
5bc4920704c87d0001278bb7,1.0,0.0,0.0
5bc4920704c87d0001278bb8,0.0,1.0,1.0
5bc4920704c87d0001278bb9,1.0,0.0,0.0
5bc4920704c87d0001278bba,1.0,0.0,0.0
5bc4920704c87d0001278bbb,1.0,1.0,1.0
5bc4920704c87d0001278bbc,1.0,0.0,0.0
5bc4920704c87d0001278bbd,1.0,0.0,1.0
5bc4920704c87d0001278bbe,0.0,0.0,0.0
5bc4920704c87d0001278bbf,0.0,1.0,1.0
5bc4920704c87d0001278bc0,0.0,1.0,1.0
5bc4920704c87d0001278bc1,1.0,0.0,0.0
5bc4920704c87d0001278bc2,1.0,1.0,1.0
5bc4920704c87d0001278bc3,1.0,1.0,1.0
5bc4920704c87d0001278bc4,1.0,0.0,1.0
5bc4920704c87d0001278bc5,1.0,1.0,1.0
5bc4920704c87d0001278bc6,1.0,0.0,1.0
5bc4920704c87d0001278bc7,1.0,0.0,0.0
5bc4920704c87d0001278bc8,1.0,0.0,0.0
5bc4920704c87d0001278bc9,1.0,0.0,1.0
5bc4920704c87d0001278bca,1.0,0.0,0.0
5bc4920704c87d0001278bcb,0.0,0.0,0.0
5bc4920704c87d0001278bcc,1.0,0.0,1.0
5bc4920704c87d0001278bcd,1.0,1.0,1.0
5bc4920704c87d0001278bce,1.0,0.0,0.0
5bc4920704c87d0001278bcf,0.0,0.0,0.0
5bc4920704c87d0001278bd0,0.0,1.0,1.0
5bc4920704c87d0001278bd1,1.0,0.0,0.0
5bc4920704c87d0001278bd2,0.0,0.0,0.0
5bc4920704c87d0001278bd3,1.0,0.0,0.0
5bc4920704c87d0001278bd4,1.0,0.0,0.0
5bc4920704c87d0001278bd5,1.0,0.0,0.0
5bc4920704c87d0001278bd6,1.0,0.0,0.0
5bc4920704c87d0001278bd7,1.0,0.0,0.0
5bc4920704c87d0001278bd8,0.0,0.0,0.0
5bc4920704c87d0001278bd9,1.0,0.0,1.0
5bc4920704c87d0001278bda,1.0,1.0,1.0
5bc4920704c87d0001278bdb,1.0,1.0,1.0
5bc4920704c87d0001278bdc,1.0,0.0,0.0
5bc4920704c87d0001278bdd,1.0,0.0,0.0
5bc4920704c87d0001278bde,1.0,0.0,0.0
5bc4920704c87d0001278bdf,1.0,0.0,0.0
5bc4920704c87d0001278be0,1.0,0.0,0.0
5bc4920704c87d0001278be1,0.0,0.0,0.0
5bc4920704c87d0001278be2,1.0,1.0,1.0
5bc4920704c87d0001278be3,0.0,1.0,1.0
5bc4920704c87d0001278be4,1.0,0.0,0.0
5bc4920704c87d0001278be5,0.0,0.0,0.0
5bc4920704c87d0001278be6,1.0,0.0,1.0
5bc4920704c87d0001278be7,0.0,1.0,1.0
5bc4920704c87d0001278be8,1.0,1.0,1.0
5bc4920704c87d0001278be9,0.0,0.0,0.0
5bc4920704c87d0001278bea,0.0,0.0,0.0
5bc4920704c87d0001278beb,1.0,0.0,1.0
5bc4920704c87d0001278bec,1.0,0.0,0.0
5bc4920704c87d0001278bed,1.0,0.0,0.0
