scenario_id,AccelDur_s,LaneWidth_m,PVSpeed_kmh,PVPosit_m,PVAccel_ms2,PVDecel_ms2,PVCar,PVBus,PVMoto,Slope-6,Slope0,Slop6
5bc4920704c87d0001278a68,4.8,3.5,65.1,621.0,2.2,2.7,1,0,0,0,1,0
5bc4920704c87d0001278a69,2.6,3.5,103.6,646.0,1.0,2.2,1,0,0,0,1,0
5bc4920704c87d0001278a6a,2.3,3.5,82.5,655.0,1.5,1.0,1,0,0,0,1,0
5bc4920704c87d0001278a6b,3.3,3.5,82.7,540.0,2.3,2.2,1,0,0,0,1,0
5bc4920704c87d0001278a6c,0.4,3.5,76.6,538.0,1.7,2.8,1,0,0,0,1,0
5bc4920704c87d0001278a6d,4.9,3.5,90.6,676.0,1.4,1.1,1,0,0,0,1,0
5bc4920704c87d0001278a6e,3.8,3.5,98.8,544.0,2.0,0.6,1,0,0,0,1,0
5bc4920704c87d0001278a6f,1.8,3.5,60.5,683.0,1.2,0.5,1,0,0,0,1,0
5bc4920704c87d0001278a70,2.1,3.5,97.5,639.0,2.7,1.5,1,0,0,0,1,0
5bc4920704c87d0001278a71,2.5,3.5,70.7,628.0,2.4,2.6,1,0,0,0,1,0
5bc4920704c87d0001278a72,0.0,3.5,98.7,517.0,2.1,2.4,1,0,0,0,1,0
5bc4920704c87d0001278a73,0.8,3.5,60.7,532.0,1.8,1.6,1,0,0,0,1,0
5bc4920704c87d0001278a74,2.2,3.5,63.6,517.0,1.6,0.8,1,0,0,0,1,0
5bc4920704c87d0001278a75,2.7,3.5,82.2,607.0,2.1,3.0,1,0,0,0,1,0
5bc4920704c87d0001278a76,0.9,3.5,105.7,627.0,2.1,0.1,1,0,0,0,1,0
5bc4920704c87d0001278a77,0.5,3.5,107.9,618.0,1.9,0.7,1,0,0,0,1,0
5bc4920704c87d0001278a78,1.1,3.5,82.6,528.0,2.1,0.3,1,0,0,0,1,0
5bc4920704c87d0001278a79,2.7,3.5,69.4,657.0,3.0,0.1,1,0,0,0,1,0
5bc4920704c87d0001278a7a,2.6,3.5,91.2,624.0,2.3,2.8,1,0,0,0,1,0
5bc4920704c87d0001278a7b,3.2,3.5,79.2,706.0,1.1,0.9,1,0,0,0,1,0
5bc4920704c87d0001278a7c,1.2,3.5,94.0,639.0,2.7,0.3,1,0,0,0,1,0
5bc4920704c87d0001278a7d,2.4,3.5,93.9,636.0,1.9,0.9,1,0,0,0,1,0
5bc4920704c87d0001278a7e,3.4,3.5,87.8,571.0,2.0,2.7,1,0,0,0,1,0
5bc4920704c87d0001278a7f,1.4,3.5,74.5,551.0,2.5,0.2,1,0,0,0,1,0
5bc4920704c87d0001278a80,4.2,3.5,68.1,700.0,2.9,0.3,1,0,0,0,1,0
5bc4920704c87d0001278a81,2.3,3.5,108.9,610.0,1.5,2.4,1,0,0,0,1,0
5bc4920704c87d0001278a82,1.7,3.5,104.5,608.0,2.5,1.2,1,0,0,0,1,0
5bc4920704c87d0001278a83,3.1,3.5,109.8,545.0,2.2,0.1,1,0,0,0,1,0
5bc4920704c87d0001278a84,3.1,3.5,67.8,626.0,2.9,0.4,1,0,0,0,1,0
5bc4920704c87d0001278a85,3.7,3.5,74.9,581.0,2.2,1.7,1,0,0,0,1,0
5bc4920704c87d0001278a86,2.8,3.5,70.8,515.0,1.7,2.2,1,0,0,0,1,0
5bc4920704c87d0001278a87,3.8,3.5,66.0,531.0,2.6,0.9,1,0,0,0,1,0
5bc4920704c87d0001278a88,4.9,3.5,60.5,561.0,1.4,1.7,1,0,0,0,1,0
5bc4920704c87d0001278a89,0.7,3.5,98.5,703.0,1.4,1.6,1,0,0,0,1,0
5bc4920704c87d0001278a8a,2.0,3.5,107.5,626.0,2.9,2.9,1,0,0,0,1,0
5bc4920704c87d0001278a8b,2.7,3.5,69.8,633.0,2.6,1.7,1,0,0,0,1,0
5bc4920704c87d0001278a8c,1.5,3.5,61.3,558.0,2.3,1.0,1,0,0,0,1,0
5bc4920704c87d0001278a8d,1.6,3.5,94.4,621.0,1.8,1.9,1,0,0,0,1,0
5bc4920704c87d0001278a8e,5.0,3.5,91.2,676.0,2.6,0.3,1,0,0,0,1,0
5bc4920704c87d0001278a8f,0.5,3.5,86.8,632.0,2.3,1.4,1,0,0,0,1,0
5bc4920704c87d0001278a90,0.7,3.5,94.9,567.0,2.4,1.9,1,0,0,0,1,0
5bc4920704c87d0001278a91,4.9,3.5,86.5,601.0,1.1,1.5,1,0,0,0,1,0
5bc4920704c87d0001278a92,4.7,3.5,69.9,585.0,2.2,1.3,1,0,0,0,1,0
5bc4920704c87d0001278a93,0.3,3.5,98.0,612.0,2.5,2.2,1,0,0,0,1,0
5bc4920704c87d0001278a94,1.3,3.5,63.7,619.0,1.9,0.6,1,0,0,0,1,0
5bc4920704c87d0001278a95,0.2,3.5,90.7,576.0,1.9,1.6,1,0,0,0,1,0
5bc4920704c87d0001278a96,2.7,3.5,101.0,678.0,2.6,0.5,1,0,0,0,1,0
5bc4920704c87d0001278a97,3.8,3.5,82.0,589.0,1.9,0.4,1,0,0,0,1,0
5bc4920704c87d0001278a98,2.0,3.5,91.0,703.0,2.9,0.7,1,0,0,0,1,0
5bc4920704c87d0001278a99,2.2,3.5,100.9,674.0,1.0,0.0,1,0,0,0,1,0
5bc4920704c87d0001278a9a,3.2,3.5,90.9,630.0,2.4,2.4,1,0,0,0,1,0
5bc4920704c87d0001278a9b,2.2,3.5,71.4,625.0,2.5,1.7,1,0,0,0,1,0
5bc4920704c87d0001278a9c,0.8,3.5,84.0,584.0,2.0,0.3,1,0,0,0,1,0
5bc4920704c87d0001278a9d,0.7,3.5,85.4,619.0,1.6,0.6,1,0,0,0,1,0
5bc4920704c87d0001278a9e,2.1,3.5,110.0,559.0,2.9,2.9,1,0,0,0,1,0
5bc4920704c87d0001278a9f,0.2,3.5,63.1,656.0,1.4,0.8,1,0,0,0,1,0
5bc4920704c87d0001278aa0,4.5,3.5,100.0,683.0,2.4,1.9,1,0,0,0,1,0
5bc4920704c87d0001278aa1,4.1,3.5,78.1,615.0,2.8,0.0,1,0,0,0,1,0
5bc4920704c87d0001278aa2,4.8,3.5,107.8,564.0,2.2,1.7,1,0,0,0,1,0
5bc4920704c87d0001278aa3,4.0,3.5,69.2,691.0,2.8,2.3,1,0,0,0,1,0
5bc4920704c87d0001278aa4,2.4,3.5,91.8,542.0,1.7,0.4,1,0,0,0,1,0
5bc4920704c87d0001278aa5,3.1,3.5,69.1,680.0,2.8,2.8,1,0,0,0,1,0
5bc4920704c87d0001278aa6,3.5,3.5,108.2,697.0,1.6,1.9,1,0,0,0,1,0
5bc4920704c87d0001278aa7,2.4,3.5,80.4,578.0,2.6,1.6,1,0,0,0,1,0
5bc4920704c87d0001278aa8,1.2,3.5,100.7,661.0,1.9,1.9,1,0,0,0,1,0
5bc4920704c87d0001278aa9,2.2,3.5,74.9,699.0,2.0,2.7,1,0,0,0,1,0
5bc4920704c87d0001278aaa,2.3,3.5,95.1,653.0,1.7,1.4,1,0,0,0,1,0
5bc4920704c87d0001278aab,2.3,3.5,66.5,645.0,1.3,2.7,1,0,0,0,1,0
5bc4920704c87d0001278aac,3.7,3.5,92.8,591.0,1.8,2.3,1,0,0,0,1,0
5bc4920704c87d0001278aad,0.7,3.5,96.4,589.0,1.9,0.1,1,0,0,0,1,0
5bc4920704c87d0001278aae,1.0,3.5,66.2,567.0,2.6,0.7,1,0,0,0,1,0
5bc4920704c87d0001278aaf,4.5,3.5,66.8,672.0,1.2,0.2,1,0,0,0,1,0
5bc4920704c87d0001278ab0,1.2,3.5,109.8,597.0,2.9,2.0,1,0,0,0,1,0
5bc4920704c87d0001278ab1,1.3,3.5,65.7,641.0,2.4,2.4,1,0,0,0,1,0
5bc4920704c87d0001278ab2,0.8,3.5,88.0,628.0,3.0,2.4,1,0,0,0,1,0
5bc4920704c87d0001278ab3,3.5,3.5,87.0,539.0,1.1,2.1,1,0,0,0,1,0
5bc4920704c87d0001278ab4,0.2,3.5,99.4,573.0,1.5,1.9,1,0,0,0,1,0
5bc4920704c87d0001278ab5,3.7,3.5,100.6,584.0,3.0,0.4,1,0,0,0,1,0
5bc4920704c87d0001278ab6,1.5,3.5,73.6,618.0,2.8,1.9,1,0,0,0,1,0
5bc4920704c87d0001278ab7,2.0,3.5,73.1,676.0,2.5,1.0,1,0,0,0,1,0
5bc4920704c87d0001278ab8,0.6,3.5,105.6,608.0,1.0,1.0,1,0,0,0,1,0
5bc4920704c87d0001278ab9,3.5,3.5,73.4,574.0,1.0,1.4,1,0,0,0,1,0
5bc4920704c87d0001278aba,3.8,3.5,101.0,677.0,1.2,1.1,1,0,0,0,1,0
5bc4920704c87d0001278abb,3.0,3.5,86.6,619.0,1.7,0.4,1,0,0,0,1,0
5bc4920704c87d0001278abc,3.1,3.5,82.5,641.0,2.9,2.5,1,0,0,0,1,0
5bc4920704c87d0001278abd,3.2,3.5,83.4,700.0,2.6,1.7,1,0,0,0,1,0
5bc4920704c87d0001278abe,1.0,3.5,107.5,665.0,2.9,2.2,1,0,0,0,1,0
5bc4920704c87d0001278abf,4.7,3.5,64.7,706.0,1.6,1.2,1,0,0,0,1,0
5bc4920704c87d0001278ac0,3.3,3.5,69.5,578.0,1.0,1.3,1,0,0,0,1,0
5bc4920704c87d0001278ac1,4.2,3.5,61.6,516.0,1.6,0.4,1,0,0,0,1,0
5bc4920704c87d0001278ac2,4.9,3.5,79.7,702.0,2.1,2.8,1,0,0,0,1,0
5bc4920704c87d0001278ac3,2.9,3.5,90.3,650.0,2.6,0.9,1,0,0,0,1,0
5bc4920704c87d0001278ac4,3.3,3.5,89.4,704.0,2.6,2.3,1,0,0,0,1,0
5bc4920704c87d0001278ac5,1.0,3.5,65.8,653.0,1.2,0.9,1,0,0,0,1,0
5bc4920704c87d0001278ac6,3.4,3.5,107.8,513.0,2.1,0.8,1,0,0,0,1,0
5bc4920704c87d0001278ac7,3.2,3.5,109.6,520.0,2.7,0.3,1,0,0,0,1,0
5bc4920704c87d0001278ac8,0.4,3.5,64.3,536.0,2.3,0.1,1,0,0,0,1,0
5bc4920704c87d0001278ac9,2.7,3.5,70.5,520.0,1.4,1.4,1,0,0,0,1,0
5bc4920704c87d0001278aca,3.2,3.5,94.8,594.0,2.9,2.2,1,0,0,0,1,0
5bc4920704c87d0001278acb,2.0,3.5,101.3,598.0,1.4,2.0,1,0,0,0,1,0
5bc4920704c87d0001278acc,3.3,3.5,106.4,540.0,2.1,0.4,1,0,0,0,1,0
5bc4920704c87d0001278acd,1.7,3.5,86.4,680.0,2.3,1.6,1,0,0,0,1,0
5bc4920704c87d0001278ace,2.1,3.5,88.9,569.0,1.2,1.9,1,0,0,0,1,0
5bc4920704c87d0001278acf,2.1,3.5,107.7,657.0,2.5,2.9,1,0,0,0,1,0
5bc4920704c87d0001278ad0,3.9,3.5,68.9,627.0,1.7,0.6,1,0,0,0,1,0
5bc4920704c87d0001278ad1,4.3,3.5,104.2,639.0,1.3,0.7,1,0,0,0,1,0
5bc4920704c87d0001278ad2,0.3,3.5,83.3,524.0,2.6,0.1,1,0,0,0,1,0
5bc4920704c87d0001278ad3,3.1,3.5,108.6,550.0,2.8,2.5,1,0,0,0,1,0
5bc4920704c87d0001278ad4,4.1,3.5,90.1,707.0,1.9,0.2,1,0,0,0,1,0
5bc4920704c87d0001278ad5,3.8,3.5,88.1,691.0,1.9,1.7,1,0,0,0,1,0
5bc4920704c87d0001278ad6,3.9,3.5,94.0,548.0,2.8,2.9,1,0,0,0,1,0
5bc4920704c87d0001278ad7,2.0,3.5,90.8,556.0,2.6,2.6,1,0,0,0,1,0
5bc4920704c87d0001278ad8,0.4,3.5,83.2,652.0,1.4,2.0,1,0,0,0,1,0
5bc4920704c87d0001278ad9,0.9,3.5,68.5,595.0,2.8,2.9,1,0,0,0,1,0
5bc4920704c87d0001278ada,4.6,3.5,69.3,639.0,1.5,0.2,1,0,0,0,1,0
5bc4920704c87d0001278adb,2.0,3.5,101.7,554.0,1.3,1.8,1,0,0,0,1,0
5bc4920704c87d0001278adc,4.0,3.5,72.5,603.0,2.5,0.5,1,0,0,0,1,0
5bc4920704c87d0001278add,2.0,3.5,68.0,662.0,2.9,1.1,1,0,0,0,1,0
5bc4920704c87d0001278ade,0.6,3.5,92.7,537.0,2.3,2.9,1,0,0,0,1,0
5bc4920704c87d0001278adf,0.6,3.5,107.7,700.0,1.6,1.3,1,0,0,0,1,0
5bc4920704c87d0001278ae0,0.9,3.5,100.9,532.0,2.4,1.5,1,0,0,0,1,0
5bc4920704c87d0001278ae1,1.6,3.5,77.3,531.0,2.4,3.0,1,0,0,0,1,0
5bc4920704c87d0001278ae2,1.3,3.5,87.5,609.0,2.2,2.9,1,0,0,0,1,0
5bc4920704c87d0001278ae3,2.5,3.5,102.3,639.0,1.1,2.2,1,0,0,0,1,0
5bc4920704c87d0001278ae4,3.7,3.5,78.4,622.0,2.2,3.0,1,0,0,0,1,0
5bc4920704c87d0001278ae5,3.3,3.5,101.2,701.0,1.5,0.9,1,0,0,0,1,0
5bc4920704c87d0001278ae6,0.1,3.5,83.0,515.0,1.0,1.6,1,0,0,0,1,0
5bc4920704c87d0001278ae7,3.0,3.5,103.8,642.0,2.7,1.5,1,0,0,0,1,0
5bc4920704c87d0001278ae8,3.8,3.5,62.0,614.0,1.2,1.3,1,0,0,0,1,0
5bc4920704c87d0001278ae9,2.3,3.5,89.2,678.0,2.6,0.9,1,0,0,0,1,0
5bc4920704c87d0001278aea,3.3,3.5,67.9,640.0,1.9,2.6,1,0,0,0,1,0
5bc4920704c87d0001278aeb,0.8,3.5,64.7,542.0,1.3,0.6,1,0,0,0,1,0
5bc4920704c87d0001278aec,0.8,3.5,81.5,565.0,1.4,2.5,1,0,0,0,1,0
5bc4920704c87d0001278aed,3.0,3.5,79.2,550.0,2.2,1.6,1,0,0,0,1,0
5bc4920704c87d0001278aee,4.8,3.5,77.4,665.0,2.4,1.7,1,0,0,0,1,0
5bc4920704c87d0001278aef,0.3,3.5,106.7,593.0,1.8,2.3,1,0,0,0,1,0
5bc4920704c87d0001278af0,3.9,3.5,86.7,656.0,1.2,1.6,1,0,0,0,1,0
5bc4920704c87d0001278af1,0.5,3.5,69.6,646.0,1.0,0.1,1,0,0,0,1,0
5bc4920704c87d0001278af2,0.5,3.5,104.2,554.0,2.7,1.4,1,0,0,0,1,0
5bc4920704c87d0001278af3,1.6,3.5,85.3,693.0,2.6,1.7,1,0,0,0,1,0
5bc4920704c87d0001278af4,2.2,3.5,103.9,656.0,2.7,2.6,1,0,0,0,1,0
5bc4920704c87d0001278af5,4.2,3.5,82.5,588.0,2.1,1.0,1,0,0,0,1,0
5bc4920704c87d0001278af6,1.5,3.5,95.1,617.0,2.3,0.2,1,0,0,0,1,0
5bc4920704c87d0001278af7,3.4,3.5,61.6,626.0,3.0,2.6,1,0,0,0,1,0
5bc4920704c87d0001278af8,4.3,3.5,90.9,518.0,1.1,1.2,1,0,0,0,1,0
5bc4920704c87d0001278af9,3.2,3.5,79.5,576.0,2.9,0.6,1,0,0,0,1,0
5bc4920704c87d0001278afa,1.7,3.5,76.3,673.0,2.5,0.7,1,0,0,0,1,0
5bc4920704c87d0001278afb,3.9,3.5,108.9,658.0,2.0,1.6,1,0,0,0,1,0
5bc4920704c87d0001278afc,3.5,3.5,91.0,640.0,1.4,1.1,1,0,0,0,1,0
5bc4920704c87d0001278afd,4.9,3.5,80.8,537.0,1.1,0.0,1,0,0,0,1,0
5bc4920704c87d0001278afe,0.8,3.5,104.7,701.0,1.0,1.7,1,0,0,0,1,0
